dimension,block,y_section_min,count
overworld,mekanism:osmium_ore,48,790
overworld,mekanism:osmium_ore,64,2
overworld,minecraft:andesite,-48,1083
overworld,minecraft:andesite,-32,8403
overworld,minecraft:andesite,-16,10304
overworld,minecraft:andesite,0,8993
overworld,minecraft:andesite,16,9485
overworld,minecraft:andesite,32,8816
overworld,minecraft:andesite,48,4978
overworld,minecraft:andesite,64,324
overworld,minecraft:basalt,-48,3623
overworld,minecraft:basalt,-32,37073
overworld,minecraft:basalt,-16,37949
overworld,minecraft:basalt,0,35747
overworld,minecraft:basalt,16,33544
overworld,minecraft:basalt,32,704
overworld,minecraft:coal_ore,-32,26
overworld,minecraft:coal_ore,-16,54
overworld,minecraft:coal_ore,0,9414
overworld,minecraft:coal_ore,16,12268
overworld,minecraft:coal_ore,32,11283
overworld,minecraft:coal_ore,48,5037
overworld,minecraft:coal_ore,64,1188
overworld,minecraft:deepslate_coal_ore,-48,1177
overworld,minecraft:deepslate_coal_ore,-32,13278
overworld,minecraft:deepslate_coal_ore,-16,12880
overworld,minecraft:deepslate_coal_ore,0,3449
overworld,minecraft:deepslate_diamond_ore,-64,2131
overworld,minecraft:deepslate_diamond_ore,-48,2296
overworld,minecraft:deepslate_diamond_ore,-32,2351
overworld,minecraft:deepslate_diamond_ore,-16,2207
overworld,minecraft:deepslate_diamond_ore,0,645
overworld,minecraft:deepslate_emerald_ore,-32,122
overworld,minecraft:deepslate_emerald_ore,-16,1100
overworld,minecraft:deepslate_emerald_ore,0,354
overworld,minecraft:deepslate_gold_ore,-64,2859
overworld,minecraft:deepslate_gold_ore,-48,3390
overworld,minecraft:deepslate_gold_ore,-32,3250
overworld,minecraft:deepslate_gold_ore,-16,3360
overworld,minecraft:deepslate_gold_ore,0,969
overworld,minecraft:deepslate_iron_ore,-64,1129
overworld,minecraft:deepslate_iron_ore,-48,11352
overworld,minecraft:deepslate_iron_ore,-32,10270
overworld,minecraft:deepslate_iron_ore,-16,10252
overworld,minecraft:deepslate_iron_ore,0,2897
overworld,minecraft:deepslate_lapis_ore,-48,190
overworld,minecraft:deepslate_lapis_ore,-32,1798
overworld,minecraft:deepslate_lapis_ore,-16,1918
overworld,minecraft:deepslate_lapis_ore,0,524
overworld,minecraft:deepslate_redstone_ore,-64,11927
overworld,minecraft:deepslate_redstone_ore,-48,14688
overworld,minecraft:deepslate_redstone_ore,-32,13890
overworld,minecraft:deepslate_redstone_ore,-16,13214
overworld,minecraft:deepslate_redstone_ore,0,3838
overworld,minecraft:diamond_ore,-32,6
overworld,minecraft:diamond_ore,-16,17
overworld,minecraft:diamond_ore,0,1676
overworld,minecraft:diamond_ore,16,16
overworld,minecraft:diorite,-48,734
overworld,minecraft:diorite,-32,8881
overworld,minecraft:diorite,-16,9749
overworld,minecraft:diorite,0,10088
overworld,minecraft:diorite,16,8664
overworld,minecraft:diorite,32,8008
overworld,minecraft:diorite,48,3713
overworld,minecraft:diorite,64,563
overworld,minecraft:dirt,-64,15644
overworld,minecraft:dirt,-48,20351
overworld,minecraft:dirt,-32,17271
overworld,minecraft:dirt,-16,17355
overworld,minecraft:dirt,0,18185
overworld,minecraft:dirt,16,16134
overworld,minecraft:dirt,32,15356
overworld,minecraft:dirt,48,78343
overworld,minecraft:dirt,64,119835
overworld,minecraft:dirt,80,395
overworld,minecraft:emerald_ore,-16,8
overworld,minecraft:emerald_ore,0,714
overworld,minecraft:emerald_ore,16,909
overworld,minecraft:emerald_ore,32,920
overworld,minecraft:emerald_ore,48,381
overworld,minecraft:emerald_ore,64,81
overworld,minecraft:gold_ore,-48,1
overworld,minecraft:gold_ore,-32,19
overworld,minecraft:gold_ore,-16,26
overworld,minecraft:gold_ore,0,2235
overworld,minecraft:gold_ore,16,3246
overworld,minecraft:gold_ore,32,3004
overworld,minecraft:gold_ore,48,13
overworld,minecraft:granite,-48,1212
overworld,minecraft:granite,-32,9188
overworld,minecraft:granite,-16,10352
overworld,minecraft:granite,0,20220
overworld,minecraft:granite,16,29104
overworld,minecraft:granite,32,18297
overworld,minecraft:granite,48,4620
overworld,minecraft:granite,64,432
overworld,minecraft:gravel,-64,19715
overworld,minecraft:gravel,-48,24283
overworld,minecraft:gravel,-32,22213
overworld,minecraft:gravel,-16,21998
overworld,minecraft:gravel,0,22370
overworld,minecraft:gravel,16,23851
overworld,minecraft:gravel,32,33109
overworld,minecraft:gravel,48,20884
overworld,minecraft:gravel,64,2295
overworld,minecraft:iron_ore,-48,16
overworld,minecraft:iron_ore,-32,63
overworld,minecraft:iron_ore,-16,61
overworld,minecraft:iron_ore,0,7226
overworld,minecraft:iron_ore,16,9759
overworld,minecraft:iron_ore,32,8571
overworld,minecraft:iron_ore,48,4081
overworld,minecraft:iron_ore,64,738
overworld,minecraft:lapis_ore,-48,1
overworld,minecraft:lapis_ore,-32,17
overworld,minecraft:lapis_ore,-16,16
overworld,minecraft:lapis_ore,0,1354
overworld,minecraft:lapis_ore,16,1783
overworld,minecraft:lapis_ore,32,1712
overworld,minecraft:lapis_ore,48,621
overworld,minecraft:lapis_ore,64,2
overworld,minecraft:redstone_ore,-48,23
overworld,minecraft:redstone_ore,-32,91
overworld,minecraft:redstone_ore,-16,116
overworld,minecraft:redstone_ore,0,9119
overworld,minecraft:redstone_ore,16,102
overworld,thermal:apatite_ore,0,441
overworld,thermal:apatite_ore,16,7899
overworld,thermal:apatite_ore,32,7869
overworld,thermal:apatite_ore,48,3566
overworld,thermal:apatite_ore,64,752
overworld,thermal:deepslate_lead_ore,-64,262
overworld,thermal:deepslate_lead_ore,-48,2398
overworld,thermal:deepslate_lead_ore,-32,2461
overworld,thermal:deepslate_lead_ore,-16,2385
overworld,thermal:deepslate_lead_ore,0,703
overworld,thermal:deepslate_nickel_ore,-64,1088
overworld,thermal:deepslate_nickel_ore,-48,1280
overworld,thermal:deepslate_nickel_ore,-32,1171
overworld,thermal:deepslate_nickel_ore,-16,1145
overworld,thermal:deepslate_nickel_ore,0,327
overworld,thermal:deepslate_silver_ore,-64,298
overworld,thermal:deepslate_silver_ore,-48,3057
overworld,thermal:deepslate_silver_ore,-32,2806
overworld,thermal:deepslate_silver_ore,-16,3035
overworld,thermal:deepslate_silver_ore,0,774
overworld,thermal:deepslate_tin_ore,-48,405
overworld,thermal:deepslate_tin_ore,-32,3961
overworld,thermal:deepslate_tin_ore,-16,3877
overworld,thermal:deepslate_tin_ore,0,1125
overworld,thermal:lead_ore,-32,15
overworld,thermal:lead_ore,-16,30
overworld,thermal:lead_ore,0,1674
overworld,thermal:lead_ore,16,1910
overworld,thermal:lead_ore,32,10
overworld,thermal:nickel_ore,-32,7
overworld,thermal:nickel_ore,-16,15
overworld,thermal:nickel_ore,0,827
overworld,thermal:nickel_ore,16,1055
overworld,thermal:nickel_ore,32,5
overworld,thermal:oil_sand,32,455
overworld,thermal:oil_sand,48,704
overworld,thermal:silver_ore,-32,16
overworld,thermal:silver_ore,-16,27
overworld,thermal:silver_ore,0,2062
overworld,thermal:silver_ore,16,2649
overworld,thermal:silver_ore,32,2448
overworld,thermal:silver_ore,48,12
overworld,thermal:tin_ore,-32,46
overworld,thermal:tin_ore,-16,34
overworld,thermal:tin_ore,0,2865
overworld,thermal:tin_ore,16,3687
overworld,thermal:tin_ore,32,3317
overworld,thermal:tin_ore,48,1625
overworld,thermal:tin_ore,64,300
