dimension,block,y_section_min,count
overworld,mekanism:osmium_ore,48,595
overworld,minecraft:andesite,-48,782
overworld,minecraft:andesite,-32,8667
overworld,minecraft:andesite,-16,8611
overworld,minecraft:andesite,0,8899
overworld,minecraft:andesite,16,9829
overworld,minecraft:andesite,32,7705
overworld,minecraft:andesite,48,3031
overworld,minecraft:andesite,64,2169
overworld,minecraft:andesite,80,1354
overworld,minecraft:andesite,96,22
overworld,minecraft:andesite,112,359
overworld,minecraft:andesite,128,1048
overworld,minecraft:andesite,144,1219
overworld,minecraft:andesite,160,900
overworld,minecraft:andesite,176,33
overworld,minecraft:basalt,-48,2689
overworld,minecraft:basalt,-32,37339
overworld,minecraft:basalt,-16,38783
overworld,minecraft:basalt,0,35815
overworld,minecraft:basalt,16,32232
overworld,minecraft:basalt,32,353
overworld,minecraft:coal_ore,-48,14
overworld,minecraft:coal_ore,-32,42
overworld,minecraft:coal_ore,-16,58
overworld,minecraft:coal_ore,0,9412
overworld,minecraft:coal_ore,16,12286
overworld,minecraft:coal_ore,32,11177
overworld,minecraft:coal_ore,48,3058
overworld,minecraft:coal_ore,64,2373
overworld,minecraft:coal_ore,80,2139
overworld,minecraft:coal_ore,96,1434
overworld,minecraft:coal_ore,112,1078
overworld,minecraft:coal_ore,128,611
overworld,minecraft:coal_ore,144,319
overworld,minecraft:coal_ore,160,61
overworld,minecraft:deepslate_coal_ore,-48,1259
overworld,minecraft:deepslate_coal_ore,-32,11657
overworld,minecraft:deepslate_coal_ore,-16,12922
overworld,minecraft:deepslate_coal_ore,0,3521
overworld,minecraft:deepslate_diamond_ore,-64,2016
overworld,minecraft:deepslate_diamond_ore,-48,2331
overworld,minecraft:deepslate_diamond_ore,-32,2250
overworld,minecraft:deepslate_diamond_ore,-16,2296
overworld,minecraft:deepslate_diamond_ore,0,671
overworld,minecraft:deepslate_emerald_ore,-32,57
overworld,minecraft:deepslate_emerald_ore,-16,1028
overworld,minecraft:deepslate_emerald_ore,0,291
overworld,minecraft:deepslate_gold_ore,-64,2778
overworld,minecraft:deepslate_gold_ore,-48,3278
overworld,minecraft:deepslate_gold_ore,-32,3056
overworld,minecraft:deepslate_gold_ore,-16,3162
overworld,minecraft:deepslate_gold_ore,0,1044
overworld,minecraft:deepslate_iron_ore,-64,1694
overworld,minecraft:deepslate_iron_ore,-48,12421
overworld,minecraft:deepslate_iron_ore,-32,12137
overworld,minecraft:deepslate_iron_ore,-16,10443
overworld,minecraft:deepslate_iron_ore,0,2743
overworld,minecraft:deepslate_lapis_ore,-48,196
overworld,minecraft:deepslate_lapis_ore,-32,1833
overworld,minecraft:deepslate_lapis_ore,-16,1779
overworld,minecraft:deepslate_lapis_ore,0,545
overworld,minecraft:deepslate_redstone_ore,-64,12022
overworld,minecraft:deepslate_redstone_ore,-48,13748
overworld,minecraft:deepslate_redstone_ore,-32,13075
overworld,minecraft:deepslate_redstone_ore,-16,12942
overworld,minecraft:deepslate_redstone_ore,0,3765
overworld,minecraft:diamond_ore,-32,4
overworld,minecraft:diamond_ore,-16,4
overworld,minecraft:diamond_ore,0,1468
overworld,minecraft:diamond_ore,16,11
overworld,minecraft:diorite,-48,976
overworld,minecraft:diorite,-32,9854
overworld,minecraft:diorite,-16,8807
overworld,minecraft:diorite,0,7640
overworld,minecraft:diorite,16,9990
overworld,minecraft:diorite,32,8342
overworld,minecraft:diorite,48,3228
overworld,minecraft:diorite,64,1183
overworld,minecraft:diorite,80,1436
overworld,minecraft:diorite,96,22
overworld,minecraft:dirt,-64,16270
overworld,minecraft:dirt,-48,18914
overworld,minecraft:dirt,-32,18464
overworld,minecraft:dirt,-16,16949
overworld,minecraft:dirt,0,18200
overworld,minecraft:dirt,16,16813
overworld,minecraft:dirt,32,16759
overworld,minecraft:dirt,48,56764
overworld,minecraft:dirt,64,9275
overworld,minecraft:dirt,80,8571
overworld,minecraft:dirt,96,13909
overworld,minecraft:dirt,112,18034
overworld,minecraft:dirt,128,17021
overworld,minecraft:dirt,144,2624
overworld,minecraft:dirt,160,68
overworld,minecraft:emerald_ore,-16,8
overworld,minecraft:emerald_ore,0,754
overworld,minecraft:emerald_ore,16,1061
overworld,minecraft:emerald_ore,32,874
overworld,minecraft:emerald_ore,48,241
overworld,minecraft:emerald_ore,64,201
overworld,minecraft:emerald_ore,80,169
overworld,minecraft:emerald_ore,96,118
overworld,minecraft:emerald_ore,112,94
overworld,minecraft:gold_ore,-48,1
overworld,minecraft:gold_ore,-32,17
overworld,minecraft:gold_ore,-16,13
overworld,minecraft:gold_ore,0,2354
overworld,minecraft:gold_ore,16,3386
overworld,minecraft:gold_ore,32,2903
overworld,minecraft:gold_ore,48,6
overworld,minecraft:granite,-48,969
overworld,minecraft:granite,-32,8907
overworld,minecraft:granite,-16,8742
overworld,minecraft:granite,0,9225
overworld,minecraft:granite,16,9597
overworld,minecraft:granite,32,8911
overworld,minecraft:granite,48,2159
overworld,minecraft:granite,64,2033
overworld,minecraft:granite,80,1421
overworld,minecraft:gravel,-64,18911
overworld,minecraft:gravel,-48,22963
overworld,minecraft:gravel,-32,23025
overworld,minecraft:gravel,-16,21703
overworld,minecraft:gravel,0,25476
overworld,minecraft:gravel,16,27441
overworld,minecraft:gravel,32,103867
overworld,minecraft:gravel,48,65817
overworld,minecraft:gravel,64,5226
overworld,minecraft:gravel,80,5844
overworld,minecraft:gravel,96,3802
overworld,minecraft:gravel,112,3068
overworld,minecraft:gravel,128,3105
overworld,minecraft:gravel,144,2771
overworld,minecraft:gravel,160,1866
overworld,minecraft:gravel,176,66
overworld,minecraft:iron_ore,-48,7
overworld,minecraft:iron_ore,-32,70
overworld,minecraft:iron_ore,-16,84
overworld,minecraft:iron_ore,0,7044
overworld,minecraft:iron_ore,16,10634
overworld,minecraft:iron_ore,32,9116
overworld,minecraft:iron_ore,48,2585
overworld,minecraft:iron_ore,64,1772
overworld,minecraft:iron_ore,80,1592
overworld,minecraft:iron_ore,96,6
overworld,minecraft:lapis_ore,-32,12
overworld,minecraft:lapis_ore,-16,22
overworld,minecraft:lapis_ore,0,1443
overworld,minecraft:lapis_ore,16,1928
overworld,minecraft:lapis_ore,32,1566
overworld,minecraft:lapis_ore,48,517
overworld,minecraft:lapis_ore,64,3
overworld,minecraft:redstone_ore,-48,13
overworld,minecraft:redstone_ore,-32,93
overworld,minecraft:redstone_ore,-16,109
overworld,minecraft:redstone_ore,0,8966
overworld,minecraft:redstone_ore,16,68
overworld,thermal:apatite_ore,0,777
overworld,thermal:apatite_ore,16,8461
overworld,thermal:apatite_ore,32,8209
overworld,thermal:apatite_ore,48,1883
overworld,thermal:apatite_ore,64,1335
overworld,thermal:apatite_ore,80,853
overworld,thermal:apatite_ore,96,804
overworld,thermal:apatite_ore,112,303
overworld,thermal:apatite_ore,128,387
overworld,thermal:apatite_ore,144,400
overworld,thermal:deepslate_lead_ore,-64,245
overworld,thermal:deepslate_lead_ore,-48,2494
overworld,thermal:deepslate_lead_ore,-32,2072
overworld,thermal:deepslate_lead_ore,-16,2088
overworld,thermal:deepslate_lead_ore,0,533
overworld,thermal:deepslate_nickel_ore,-64,947
overworld,thermal:deepslate_nickel_ore,-48,1239
overworld,thermal:deepslate_nickel_ore,-32,1172
overworld,thermal:deepslate_nickel_ore,-16,1185
overworld,thermal:deepslate_nickel_ore,0,300
overworld,thermal:deepslate_silver_ore,-64,287
overworld,thermal:deepslate_silver_ore,-48,3092
overworld,thermal:deepslate_silver_ore,-32,2868
overworld,thermal:deepslate_silver_ore,-16,2864
overworld,thermal:deepslate_silver_ore,0,761
overworld,thermal:deepslate_tin_ore,-48,267
overworld,thermal:deepslate_tin_ore,-32,3901
overworld,thermal:deepslate_tin_ore,-16,3852
overworld,thermal:deepslate_tin_ore,0,1135
overworld,thermal:lead_ore,-48,1
overworld,thermal:lead_ore,-32,19
overworld,thermal:lead_ore,-16,11
overworld,thermal:lead_ore,0,1570
overworld,thermal:lead_ore,16,2409
overworld,thermal:lead_ore,32,12
overworld,thermal:nickel_ore,-32,8
overworld,thermal:nickel_ore,-16,19
overworld,thermal:nickel_ore,0,828
overworld,thermal:nickel_ore,16,1089
overworld,thermal:nickel_ore,32,3
overworld,thermal:oil_sand,48,216
overworld,thermal:silver_ore,-48,13
overworld,thermal:silver_ore,-32,19
overworld,thermal:silver_ore,-16,24
overworld,thermal:silver_ore,0,1976
overworld,thermal:silver_ore,16,2855
overworld,thermal:silver_ore,32,2287
overworld,thermal:silver_ore,48,7
overworld,thermal:tin_ore,-48,5
overworld,thermal:tin_ore,-32,36
overworld,thermal:tin_ore,-16,24
overworld,thermal:tin_ore,0,2919
overworld,thermal:tin_ore,16,3792
overworld,thermal:tin_ore,32,3393
overworld,thermal:tin_ore,48,1027
overworld,thermal:tin_ore,64,699
overworld,thermal:tin_ore,80,590
overworld,thermal:tin_ore,96,3
